SMILES,Validity
O=P(O)(O)COCC(F)(O#CCP(=O)O)O,invalid
Nc1nc(CN2CCCCCCCCCCC2)CCCCNC2OCCCC2)o1,invalid
OC(Nc1ccccc1)C(-c1ccccc1)c1ccccc1Cl,valid
CC(P(=O)(O)O)c1cccc(O)c1,valid
CCCC(N)CCCNCCN.Cl,valid
S=c1nc2ccc(Cl)cc2cn1,invalid
CNCCNC(=O)Nc1ccccc1C(=O)O,valid
OC1C(S)=CC1=Nc2ccccc2C1=O,invalid
CCN(C)CCCCC(P(=O)(O)O)O,valid
CC(C)c1ncc(-c2cccc(S)n2)nc1,valid
CC1CCCOC2=O1,invalid
CCCNC(=O)N(CCO)C(=O)O,valid
COc1ccccc1C(=O)NCc1ccc(-c2cccc(F)c2)cn1,valid
O=NNC(c1ccccc1)N(C)CO,valid
CN(CC)CSS(=O)(=O)c1ccccc1NC(=O)Nc1ccccc1,valid
O=c1oc2ccccc2o1,valid
CCCC1(O)C(=O)N(C)C=CO1=O,invalid
NC1=CC(P(=O)(O)O)P(=O)(O)O,invalid
Cc1nc(Nc2ccccc2)no1,valid
COc1ccc(NC(=O)NNC(=O)C2=O)oc2cc(O)o1,invalid
CCCN(C)CC(O)c1cc(-c2cccnc2)sc(-c2ccccc2)n1C,invalid
C=CCCCCC(=O)NO,valid
CCCCCCCCCCC(SC)(S)N=S,valid
COc1ccc(NC(=O)CC(S)=O)c(S)n1C,invalid
CC(O)c1cccc(-c2nc(N)nc(C)n2)c1,valid
N#Cc1ccccc1CNc1ccccc1,valid
CC=CCNCC(NO)c1ccc(B(O)O)c(C)c1,valid
O=C(Nc1ccccc1)N(O)C(S)=O,valid
CCCCCCCC(=O)NO,valid
NC(=O)c1ccccc1C(S)Nc1ccccc1,valid
OCCNc1nc2ccc(O)cc2c(O)c1Cl,valid
CNC(=O)c1nc2ccc(OC)o2)cc1=O,invalid
CC(NC(=O)c1ccc(NC(F)(F)(F)(F)(F)F)cc1)Cc1ccccc1F,invalid
O=C(NNC(=O)c1ccc(-c2ccccc2)o1)c1cccs1,valid
CC(C)c1ccccc1Oc1cc(-c2ccccc2)ncn1,valid
CCCC(N)N.Cl.Cl,valid
N#Cc1ccc(NC(C)CCCCCP(=O)O)c(O)c1,valid
O=C(NNc1ccccc1F)N(Cc1cccnc1)c1cccc(Cl)c1,valid
OCc1cccc(-c2ccc(F)c(F)c2)c1,valid
CCC1OCC(=O)NOC1=C(N=C(c2ccccc2)CoC2)s1,invalid
O=C(O)c1ccccc1NC(SC)=CC(c1ccccc1)C(N)c1ccccc1Cl,valid
O=C(NO)c1cccc(-c2ccc(O)n2)cn1C,invalid
O=C(NNC(c1ccccc1)NO)C(c1ccccc1Cl)c1ccccc1,valid
CCCOC(=O)NNC(C)CC(N)N.Cl,valid
CCCCOCc1ccccc1C(O)c1ccc(-c2ccc(C)cc2)nc1,valid
CCCC(=O)N(CO)CC(N)N,valid
CCCCCNCCC(=O)NC(O)C(O)CO,valid
CCC(O)(P(=O)(O)O,invalid
CCC(N)n1cncc1C,valid
O=C(SCCSC1=C(NCc2cccc(F)c2)cc1)c1ccccc1,valid
O=C(Nc1ccco1)c1ccccc1C1=O,invalid
CCOc1ccc(C)cc1,valid
CN(C)CCNC,valid
CCC(=O)NC(=O)N=C(S)NC(c1cccn1)c1ccc(F)cc1F,invalid
CCNN(C)CCCN,valid
CC(C)CCCCN,valid
O=C(NNC(c1ccccc1)c1cccc(F)c1)c1ccccc1,valid
CCCCNNC(N)c1cccnc1NC(=O)CCc1ccccc1,valid
N#Cc1cccc(S(=O)(=O)Nc2ccccc2)c1=O,invalid
O=C(NNC(c1ccccc1)N(Cc1ccccc1O)c1ccc(F)cc1)c1ccc2ccccc2c1,valid
O=C(NO)c1ccccc1,valid
CCCCCC(c1cccnc1)NO,valid
CCCCC(c1ccc(OC)cc1)C1CC(O)O,invalid
c1ccccc1NS(=O)(=O)c1cccc2ccccc12,valid
CC1=C(N)C(CC(=O)O)c2ccccc2SO)n1,invalid
N=C(NS(=O)(=O)c1ccccc1)c1ccccc1,valid
O=C(SCc1ccccc1Cl)NO,valid
COc1ccc(NC(=O)Nc2ccc(C(=O)O)cc2)cc1F,valid
CCCCCCC#CCOc1ccc(O)cc1,valid
CCCC(N)=O,valid
OCCc1cccc(O)c1,valid
Nc1nc2cnccn2cc1,invalid
CCCc1ccc(O)nc1,valid
CN(C)CSC1=CC(=O)C(=O)N(Cc2cccc(F)c2)nc1,valid
Cc1ccccc1CC(N)P(=O)(O)O,valid
N#Cc1ccc(CN2CCCCCCC2)cc1,valid
CC(=O)c1cc(-c2ccccc2)nnn1C,invalid
O=C(Oc1ccccc1)C(F)(F)NC(=O)c1ccccc1,valid
C=C(NNN(C)S)Nc1ccc(Cl)cc1O,valid
CCCCCCOC(=O)NO,valid
O=C1N=NC(c2ccc(O)c2)c(O)c(C)n2cccn21,invalid
COc1ccc(S(=O)(=O)Nc2Cccc(N)c2)cc1,invalid
CCCN1CCCc2ccccc2c1,invalid
CN(C)CCCCc1ncc(-c2ccccn2)c(C(=O)O)c1)N,invalid
CCCC(C)(C)CCS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1.Cl.O,valid
Cn1cccc1C(C(=O)O)NS(=O)(=O)NCCCCNC(=O)O,valid
COc1ccc2ccccc2n1-c1ccc(I)cc1,invalid
CCCC(N)=O,valid
CN(CC)CCCCNCCN,valid
O=c1scc(-c2ccccc2)o1,valid
CCC(NCC)COCCCO,valid
COc1cccc(C)c1C=O,valid
CCN(C)CCCCCNC(=O)Nc1ccc(C(F)(F)F)s1,valid
CCN(C)CCCCn1ccnc1,valid
COC(=O)Nc1sccc1O,valid
CN(C)CCCCCOO,valid
COc1ccc(NC(=O)Nc2ccccc2)cc1O,valid
CCCCCCCCCCCCCCCCCc1ccc(O)c(O)c1,valid
CCN(C)C(=O)NC(NO)c1nc(-c2ccccc2)nn1Cc1ccccc1,valid
CNC(=O)c1ccccc1C(N)=O,valid
CCCCNC(=O)Nc1ccc(-c2cc(C)sc2)cc(OC)c1,invalid
CCN#CCCC#CC(P(=O)(O)O)CC(P(=O)O)(O)O,invalid
OCC(=O)Nc1nc2ccc(N(C)CCC)c2=O)oc(NC2CCCCC2)nc1,invalid
OCc1ccccc1C(=O)Nc1ccccc1,valid
O=C(Nc1ccccc1)NO,valid
N#Cc1ccc(-n2cnO)cc12,invalid
Clc1ccccc1C(N)C(=O)Nc1ccc(Cl)cc1,valid
CN(CC)CNCc1ccc(C(=O)NO)cc1,valid
COc1ccc(C)cc1.Cl.Cl.Cl.O,valid
CC(C)CCNCC(=O)NO,valid
CCCC(CNC(=O)NS(C)c1ccccc1)C(N)c1nccs1,valid
CC1=CC(NO)C(P(F)(F)(F)C#CC#Cc2ccc(N)c2)cc(P(=O)(=O)O)o1,invalid
OCc1ccc(NC(=O)Nc2ccccc2)cc1,valid
O=C(SC=S)NNC(=O)C(=O)c1ccccc1,valid
N#CCc1ccc(S(=O)(=O)NNC(=S)N(C)CN2CCCCCC2)o1,valid
c1cnccc1S,valid
CN(c1cccnc1)Nc1ccccc1,valid
O=C(Nc1ccc(-c2ccccn2)o1)c1ccco1,valid
OC1=C(NN=Cc2ccccc2)o1,valid
O=Cc1ccc(-c2ccccc2)nc1C,valid
N#CC(=O)COc1ccc(-c2cc(N)nc2)nnc1,invalid
CCOC(=O)c1ccc(-c2cccn2C)cc(O)c1,invalid
COc1nccnc1C(=O)Nc1ccc(C(=O)O)o1,valid
COS(=O)(=O)c1ccc(-c2cccc(N)c2)o1,valid
CCCONC(=O)c1cc(-c2ccccc2)no1,valid
CSc1nc2ccccc2cc1C1=O,invalid
Oc1ccccc1NC(=O)c1ccc(-c2cccs2)c(c1)NO,valid
CCC(C)C(P(=O)(O)O)COc1ccccc1Nc1ccc(C(F)(F)F)n2cccc21,valid
O=C1NS(=O)(=O)c2ccc(cc2)ccc1Cl,invalid
CC(C)CCCN(CC)CCCCS(=O)(=O)c1ncc(B(O)O)c1,invalid
CC(N)=O,valid
COc1ccc(NC(=O)NNC(=O)C=C(F)(F))cc1,valid
O=C(O)CSCc1ccc2ccccc2c1,valid
CCCCCCCCCCCC(c1ccccc1)c1ccccc1,valid
O=C(Nn1cncc1)C1CCCCCCC1,valid
CC1=CCOC(=O)c2ccccc2OC)cc1,invalid
Cn1cncc1-c1ccc(CCc2cccn2)cc1,invalid
CCCN(C)CN,valid
CS(=O)(=O)c1c(C)sc2ccccc2c1,invalid
O=C(c1ccccc1)c1ccccc1C(=O)Nc1ccc2ccccc2c1,valid
COc1ccccc1C(=O)Nc1cc(S(=O)(=O)N(Cc2cccc(C)c2)nc(CO)n2)o1,invalid
Oc1ccccc1NS(=O)(=O)NNC(c1ccccc1)NC(=O)Nc1ccccc1,valid
CC1=CS(=O)(=O)c2cc(OC)o2=OCCCO1)N(Cc1ccccc1)c1ccccc1,invalid
N#Cc1ccccc1CCCSC1(S)NP(=O)(O)P(=O)(O)(O)O,invalid
COc1ccccc1NC(=O)C(P(=O)O)O,valid
COc1ccc(-c2ccc(C)c(C(F)F)c2)1=O,invalid
CCCCCC(=O)Nc1ccc(C(F)(F)Cl)c(C)c1)N1CCCCCCO1=O,invalid
Cc1ccccc1C(=O)Nc1ccc(-c2ccc(C)o2)cc1C,valid
CN(C)CCn1ccnn1,valid
CCCCCCOc1ccc(C(NC)=O)o1,valid
CC(c1ccc(-c2cccnc2)nnn1)c1ccccc1,invalid
CCOc1ccccc1C(=O)c1sccc1-n1cccc1Cl,valid
CCC(N)=O,valid
CC(=O)N(C)(CC(=O)O)CC(=O)Nc1ccc(NC(=O)CS)n(C)c1OC,invalid
CC(N)c1ncco1,valid
Cc1nc(-c2ccc(C#N)cc2)nn1C,valid
O=C(SC(=O)NCc1ccccc1)NO,valid
Cn2cncn21,invalid
CCCCCCCCCCCCOC(c1cccc(O)c1)c1ccc(N)nc1C,valid
COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)NCc2ccc(CO)o2)cc1,valid
CCCCCCc1ncc(-c2ccc(C)o2)c(=O)s1,valid
CNC(=O)NSC(=O)NC(=O)Nc1ccccc1,valid
CC(=O)Nc1ccccc1C(O)P(=O)(O)OCC,valid
O=C1NC(c2cc(F)s2)cc(I)c1Cl,invalid
CCc1nnc(S(=O)(=O)NNC(=O)OCP(=O)(O)O)cn1,valid
CCCCCOc1cccc(O)c1,valid
COC(C)(C)OCCC(=O)c1sc2ccccc2c1=O,invalid
OC(Nc1ccccn1)c1ccccc1,valid
CCCCOc1ccc(C)cc1,valid
CCCCC(=O)NCCC(N)O,valid
NCC(=O)NO,valid
CC(C)(C)NC(=O)Nc1ccc(-c2cccs2)nn1,valid
CC(C)=O)c1ccccc1,invalid
O=C(Cc1cccc(O)c1C)NO,valid
Oc1cccc2c(S)ccc12,invalid
O=C(S(=O)(F)(F)F)F)NC(c1ccccc1)C1CCc2ccccc2S)c(=O,invalid
CN(C)C(S(=O)(=O)Nc1ccc(C(=O)NN(CC(=O)NC(=O)S)n(-c2cccc(C)C)c2)cn1)c1ccc(N)c(-c2ccccc2)c1,invalid
Oc1ccc(-c2ccccc2Cl)o1,valid
CCOC(=O)NO,valid
O=C(Nc1ccccc1)C1Sc2ccccc21,valid
Cc1cccc(O)c1C.OCCC,valid
CCCCC(C)S(=O)(=O)c1nc2ccc(C)oc2=O)cc1,invalid
O=C(O)c1nc2ccccc2c1C,invalid
Cc1ccc(O)c(O)c1Cl,valid
OC(C)c1ccc(S(=O)(=O)Nnc(-c2ccc(F)s2)cc1)c1ccc(N)c1,invalid
CCCCc1nc(-c2ccccc2)cn1C,valid
CN(C)COP(=O)(O)O,valid
CCCC(O)c1cc(C(=O)NO)ccc1CSSC,valid
Nc1ccc(N(CC)(F)F)c2ccccc2c1,invalid
CCCCCCONCC(=O)NS(=O)(=O)CSCc1cccc(F)c1,valid
O=C(NNC(=O)c1ccccc1,invalid
COc1cccc(C(=O)O)c1Cl,valid
O=C(NCCc1ccc(O)c(O)c1)c1ccccc1F,valid
CC(N)N=C(N)N.Cl,valid
OC(NNC(=O)c1cccc(F)c1)Nc1ccccc1,valid
CN(CC)C1NC(=O)C(c2ccccc2)cc1OP(=O)(O)OC,valid
O=C(Nc1ccc(Cl)n2nncn2)cn1,invalid
CCCCCCCCOC(O)Cc1c(NC(=O)c2ccc(F)nc2)ccn1C,valid
CCCC(=O)NOCc1ccccc1O,valid
CNC(=O)NO.Cl.Cl,valid
CCc1ccccc1-c1ccccc1-c1cccs1,valid
CCC(=O)Nc1oc2ccc(N)cc2c1,valid
CCc1nc2ccc(C)s2)cc1C,invalid
CC(=O)c1cc2c(c(S))no2)cc1,invalid
O=C(NO)c1cccc(B(O)O)c1,valid
CN(C)CCN#Cc1ccc(NC(=O)Nc2cc(C(=O)O)o2)cc1,invalid
NCCN(C)Cc1ccccc1,valid
CN(C)COP(=O)(O)O,valid
Cc1cccc(O)c1C,valid
CCNc1nc2cc((F)F)cc2s1,invalid
O=C(CCCn1nc2ccccc2c1)c1ccccc1,valid
O=c1cc(-c2ccccn2)s1,valid
CCCC(=O)c1ccncc1S,valid
NC1SS(=O)(=O)n1cccc1C,invalid
CCC(C)n1cccc1CCC(P(=O)(O)P(=O)(O)O)O,valid
CCCC(O)c1nc2ccc(C)cc2s1,valid
CCCCCCOC(=O)NCc1ccc(-c2ccc(F)c(F)n2)c1.O,invalid
O=C(c1ccc(-c2ccc(F)cc2)nc1)Nc1ccc(Cl)cc1C,valid
COc1ccc(OC)cc1,valid
CCNC(=O)c1ccc(OC)cc1,valid
ON(CCn1Ccccc1)C1CCCCCO1,valid
N#Cc1cccc(-c2ccccc2O)o1,invalid
Nc1ccccc1SSSc1ccc(S(=O)(=O)Nc2ccccc2)cc1,valid
C1N(C)=O)N(CC)COCCCCO,invalid
O=C(Nc1ccccc1)c1ccc(O)c(O)c1,valid
O=C(Nc1ccccc1C(F)(F)(F)(F)F)F)(F)F)O,invalid
CCN(C)CCNC(=O)c1ccccc1C(=O)NCCCN,valid
CN(C)c1ccccc1C(=O)NO,valid
CCC(P(=O)(O)OC)P(O)(O)OCCO,valid
OCc1ccccc1Cn1ncnc1,valid
CN(C)CCCNC(=O)NCc1ccc(O)cc1F,valid
CCCSC(Sc1ncc(-c2ccc(C)n2)nnn1Cc1ccccc1)c1ccccc1,invalid
CC(C)(O)C(=O)Nc1nc(S(=)(=O)N2CCCC2)o1CCCCO,invalid
COc1ccc(-n2S(=O)(=O)O)occc12,invalid
CCCCCCC(O)P(=O)(O)OCC(O)OC)O,invalid
CC(C)n1ccnc1-c1ccccc1,valid
CN(C)c1ccc(CO)cc1O,valid
c1ccccc1NC(c1ccc(F)cc1CC(=O)OO,invalid
COc1ccc(-c2ccccc2O)o1,valid
NNCC(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,valid
O=C(O)c1ccc(-c2cccc(S(=O)(F)(F)(F)F)2)cc1,invalid
CCCCC(C)=OCc1ccc(C(=O)O)cc1,invalid
CCOC(=O)c1cccc(-c2cnc(N)c(C)n2)c1C,valid
O=C1SCCC(=O)Nc2ccc(F)cc2F)cc1,invalid
CNCCc1ccccc1Oc1cccc(C)c1,valid
CN(C)C1N(CCNCC(=O)Nc2ccc(C)C#N)cc21,invalid
CCC(=O)N(Cc1ccco1)SCC(S)=O,valid
O=C(SC(=O)c1ccc2ccoc2cc1N,invalid
CNC(=O)c1ccccc1S,valid
O=C1CC(c2ccccc2)oc2ccccc21,valid
NCCCCCCCCc1nc2cc(C)ccc2n1Cc1ccccc1,valid
CNCCNC(=O)Nc1ccc(Cl)cc1,valid
COc1ccccc1C(=O)c1onc(C#N)n2cnnc12,invalid
C#CCSc1nc(-c2ccc(O)cc2)cs1,valid
Cc1nccc(NO)c1C(C)C(c1ccccc1)N,valid
CCOC(=O)Nc1sc(-c2cccc(F)c2)o1,invalid
CN(Cc1ccc(N)n2cncn2)n1,invalid
CCCCC(F)(F)(F)(F)l,invalid
CCC(C)c1ccc(C(=O)Nc2ccc(C(C)F)cc2)cc1Cc1ccccc1F,valid
CCCCOC(=O)N(CO)c1c(C)cc(F)cc1Cl,valid
CC(C)N=C(N)CNCc1ccc(-c2ccccc2)o1,valid
COc1cccc(NC(=O)O)c1,valid
O=c1c(-c2cccc(OC)c2)cc(-c2ccsn2)cn1)c1ccc(OP(=O)(F)(F)F)s1,invalid
CS(=O)(=O)c1sncn1C,invalid
CNCC(C)c1ccccc1C(=O)NC(c1ccccc1)Nc1cccnc1,valid
CC(=O)NC(=O)c1c(N)nc(-c2ccccn2)c(C)C=O)c1,invalid
NC(=O)c1ccccc1,valid
CN(C)COOCc1nnccn1C(S)=NO,invalid
CNC(N)CC(P(=O)(O)O)P(=O)(O)C(S)=O,valid
C=CC1NC(=N)N=C(O)c2ccc(N)cc2C1=O,valid
O=C(NO)c1ccccc1,valid
COc1ccc(N(C)=O)cc1O,invalid
CC(C)n1cnc(CCN)n1,valid
C=CCC(O)C(=O)N(C)c1ccc(-c2ccccc2)cs1,invalid
CCCC1(C)CC(N)=O,invalid
Cc1nc(-c2ccc(C)cc2)co1=O)N1Cc2ccccc2C1=O,invalid
CC(NO)c1nc2ccc(N)cc2cnc12,invalid
Cc1cc2cccc2o1,invalid
NN=C(N)c1ncc(-c2ccc(O)o2)cn1,valid
O=C(NOCc1ccccc1)NCc1ccccc1,valid
O=C(NO)c1cnc2ccccc12,invalid
CCCNCc1ccc(O)cc1,valid
Cc1nn(-c2ccc(O)n2)on1Cc1ccccc1,invalid
CN(C)CCNc1ncc(S(=O)(=O)NO)cc1C,valid
CCCOC(=O)NC(c1ccccc1)n1cnc(CO)n2ccnc(O)c21,invalid
CCC(O)P(=O)(O)O,valid
OCC(=O)c1ccc(-c2ccccc2N)c(C)cc1F,invalid
CC(C)c1ccc(S(=O)(=O)NC(N)S)cc1,valid
COc1cc(-c2cccc(S(=O)(=O)O)cc2O)co1,invalid
OCc1ccccc1C=O,valid
CC1CSC=CC1=C(N)=O1,invalid
CNS(=O)(=O)c1cc(-c2ccccc2)ccc1F,valid
O=c1cccc2ccc(I)c2c1,invalid
Oc1cccc(C(F)(F))c1F,valid
N#CCSC1=C(NO)CCO1,valid
CN)c1nc2cc(N)ccc2c1C,invalid
COC(=O)c1c(-c2ccccc2)onc1C,valid
Cn1nnc(CO)o1,invalid
CC(=O)c1oc2ccc(O)cc2cc1C(=O)O,invalid
O=C(NN(CC)c1c(-c2ccc(F)cc2)cc(F)c1Cl)n1cccc1C,invalid
C=CCSCc1ccccc1,valid
NS(=O)(c1cccc(CN2CCCCCCCCCC2)n1)Nc1ccccc1,valid
CN(C)CCCCNC(O)CCNc1nccs1,valid
OCCCc1ccccc1C(=O)Nc1nccs1,valid
O=C(NNc2ncccc2)nc1C1=O,invalid
CCN(C)CNc1nnc(-c2ccccc2)nn1-c1ccccc1,invalid
CCCCOC(=O)NC(c1ccc(C(F)(F)F)c(F)c1)Nc1ccco1,valid
CC(C)C(=O)c1ccc(O)c(O)n1,valid
N=C(N)=O,invalid
CCCCOC(=O)c1nc(C)sc1C(=O)Nc1ccc(F)c(F)c1,valid
CNc1cccc(NC(=O)NN(C(=O)CCCC)c1)P(=O)(O)OCl,valid
CC(N)C(=O)Nc1nccs1,valid
CC(NO)CSC(c1ccc(CC)c(C)c1)Nc1ccccc1,valid
O=C(NN(CCc1ccccc1)O,invalid
O=C(NNc1nc(SC)oc2ccccc2)c1,invalid
CCCCCCCC(c1cnnc1)NC(O)CP(=O)(O)O,invalid
O=C(COc1ccc(-c2ccc(N)o2)c(O)c1)CCSc1ccccc1,valid
O=C(Nc1ccccc1)C(F)(P(=O)(P(=O)O)O)O,valid
OC1SS(=O)(=O)Nc1ccc(F)cc1,invalid
CC(C)CCOCC(=O)OCc1ccc(NC(=O)NC(=O)NO)cc1,valid
CCCCCCC(N=O)c1ccc(-c2ccc(C)cc2)cc1,valid
CCCCCOc1cccc(C)c1C(=O)O,valid
O=C(O)c1ccc(Cl)o1,valid
NC(=O)c1cncnc1Cc1ccccc1,valid
CN(C)CCN(C)CCN=C(C)F,valid
CC(=O)NCC(CC(N)NO,invalid
COc1ccc(C(=O)NO)cc1,valid
COC(=O)NCCCCN(c1ccccc1F)O,valid
CCCNc1ccc(NC(=O)NO)cc1,valid
CC(O)c1cccc(NC(=O)O)c1,valid
OC(NC(=O)Nc1nccs1)c1ccc(Cl)cc1C(=O)O,valid
CCCCCN(C)CCSSC(=O)N(CCC)O,valid
COc1ccc(Cn2cnn2)cc1,invalid
Nc1ccc(S)c(SSc2ccccc2)cc1,invalid
CCCC(N)=O,valid
CNC(=O)CNCc1ccc(-c2ccc(C)cc2)o1,valid
O=C(NO)c1cccc(NC(=O)O)c1,valid
O=C(NNc1ccccc1F,invalid
Cc1nc2ccccc2cnn1C,valid
COc1cccc(-n2ccn2)cc1,invalid
Cl.O=C(NNCC(P(=O)(O)O,invalid
O=C1NS(=O)(=O)c2ccc(C)cc2O1,valid
Oc1ccccc1C(=O)Nc1ccccc1,valid
CC(c1ccccc1)C(P(=O)(O)O)P(=O)(O)O,valid
CN(C)CSSC1=OCCCC1,invalid
CCCC1=Cc2cc(O)cc(O)c2NC(=O)Nc2ccccc2C(=O)NO)cc1,invalid
CCCCCC(c1cccnc1)n1cncn1,valid
O=C1NS(=O)(c1cccnc1)c1ccc2ccccc2cc1,invalid
OC(NO)c1ccccc1C(=O)NC1=NCC(NCCCCNc2ccccc2Cl)cs1,invalid
CCNC(=O)Nc1ccc(Cl)c(CC(=O)CF)o1,invalid
CCCC1=C(N)NC(=O)c2ccccc2C(=O)o1C,invalid
COc1ccc(-c2ccccc2)s1,valid
O=C(NNc1ccccc1)Nc1ccccc1,valid
OC(P(=O)(O)O)P(=O)(O)O.O,valid
Cc1oc(NC(=O)NC(=O)N(C)C)n2Ccccc21,invalid
CCOC(=O)c1c(-c2cccc(C)o2)nn1)c1ccccc1N,invalid
CCCOC(NO)C(=O)NOCc1ccc(NC(F)(=O)CC(NC(c2ccc(F)(F)F)c(F)2)cn1)c1ccccc1,invalid
CCC(=O)N(Cc1ccc(S(=O)(=O)O)nc1)c1ccc(-c2ccccc2)o1,valid
CCOC(=O)c1oc(-c2ccccc2)on1-c1cccs1,invalid
CCCCCCCCC(O)OCCOc1ccc(OC)cc1,valid
COc1cccc(C(=O)O)c1,valid
O=P(O)(O)OCCCc1ccccc1O,valid
CCCON(CC)c1cccc(CO)c1C(O)=O,valid
CCCC1=C=C(c2cccn(C)F)c2O)c(O)c1,invalid
COc1ccccc1C(=O)NO,valid
CCCCCCNC(c1ccccc1)NC(=O)c1ccco1,valid
O=C(O)C(c1ccccn1)c1ccccc1,valid
CNc1cccnc2cccc12,valid
CN(C)CCNCCO,valid
CCCCCCCN.Cl.Cl,valid
CC(C)CCN(CCC)c1ccc(-c2cccc(S(=O)(O)F)s2)c1,invalid
CCCCC(N)CCN(C)CCCCCCCCCN,valid
CCC(C)NC(=O)NO,valid
CN(C)CCc1ccccc1,valid
O=C(Nc1ccccc1)Nc1ccc(-c2ccccc2)cn1,valid
CCCCCNCC(c1nnc(S(=O)(=O)O)s1)c1nc2ccccc2n1Cc1ccccc1,valid
CCC(=O)N(C)CO,valid
O=C1C=C(c2ccc(F)o2)nc1C,valid
CC(=O)Nc1nc(-c2ccccn2)nc2ccc(OC)c21,invalid
OCCc1cccc(O)c1C(O)CC,valid
CN(C)CCCCSCCN.Cl.Cl,valid
CSCCCCC(=O)Nn1ccnc1,valid
(C)c1ccc(-c2ccccc2)n1,invalid
CN(C)c1cc2ccccc2o1,valid
O=C(Nc1ccc(-c2ccccn2)o1)c1ccccc1,valid
OC(O)c1ccccc1C(C)S,valid
CCCCCCCCCCCC(c1cccc(O)c1)C(F)(F)(F)F)NC1CCC1=O,invalid
CCN(C)CCN(CC)N,valid
CCCCC(=O)OC(O)P(=O)(O)OC,valid
COc1ccc(NC(=S)Nc2ccc(F)cc2C(=O)O,invalid
COc1cccc(NC(=O)Nc2ccc(C#N)n2)nc1,invalid
CC(=O)N(CCc1ccc(O)c(O)c1)C1CCCC1=O,valid
CN(C)Cc1cc(-c2cccc(N)c2)nnn1C,invalid
CN(C)N=C(NCC)N,valid
CCCCCCCCCCCCCCC(=O)NC(c1cccnc1)c1ccco1,valid
CCN(Cc1ccccc1)C(O)O,valid
O=C(Nc1nc2ccccc2n1)c1ccccc1,invalid
CC1=C(NOC)c2ccccc21,valid
CCCCCCCCCCC(=O)NCC(=O)Nc1nc(-c2ccccc2)nc2cncnc2N1=O,invalid
O=C(NCc1ccc(O)o1)c1ccccc1O,valid
OC(Cc1ccc(Cl)c(S(=O)(=O)O)c1)c1nccs1,valid
COc1ccc(NC(=O)NCc2ccc(F)o2)cc1,valid
CCc1ccncc1C#Cc1cc(Nc2ccc(CF)c(F)c2)cc(=O)c1,invalid
O=C(NNC(N)=O)c1ccccc1,valid
N#Cc1cccc(CCn2ccnc2)c1,valid
CN(C)C(P(=O)O)P(=O)(O)O,valid
Sc1ccccc1CC(O)N(C)COCC,valid
NC(c1ccccc1)NC(Cc1ccccc1)C(O)c1nc(-c2ccccc2)sc1CO,valid
CCCCCCCc1ccccc1,valid
CCN(C)CC(=O)NN(C)CONc1ccccc1C(F)(F)F)S(=O)(=O)O,invalid
O=C(NO)c1ccccc1,valid
CCc1cccc(O)c1C,valid
CCCCNC(=O)NC(C)CP(O)(O)O,valid
CCCCCCCCCCCCC(CC)CCCc1nc(N)nc1Nc1ccccc1C,invalid
Cc1cccc(N(C(=O)CC(O)COC)c1)c1ccccc1,valid
CCNC(=O)SCC(=O)NCc1ccc(-c2ccccc2)cc1,valid
N#CCSCCCCSC(=O)NCC(O)P(=O)(O)O,valid
CCCCCc1cccn(CO)c1C,invalid
Cc1ccc(-c2cccnc2)o1,valid
CC(=O)N(C)c1ccc(-c2ncccc2)cn1,valid
OCc1nc(-c2ccccc2)no1,valid
CCC(P(=O)((O)O)O)O,invalid
O=C(O)c1ccccc1=O,invalid
O=C(O)C(c1ccccc1Cl)O,valid
O=C(NO)c1cscc1SC,valid
COc1ccc(-c2ccc(NC(C)F)o2)cn1C,invalid
NCNCC(c1ccccc1)Oc1ccc(O)cc1,valid
Sc1nnc(-c2ccc(CF)s2)cc1C1=O,invalid
CC(P(=O)(O)O)O,valid
CCCCCCCCCCC((N)=O)N(CC)CCNCCNS(=O)(=O)c1ccccc1,invalid
COc1cc2ccc(C(=O)O)o1,invalid
Oc1ccc(-c2ncc(N)cc2)o1,valid
O=C(CNO)c1ccccc1,valid
CCN(CCO)CC(=O)NCCCNCc1ccccc1,valid
O=C(NO)c1ccco1,valid
CCCCNCc1nc2cc(OC)ccc2n1-c1ccc(Cl)cc1,valid
O=C(NNn2ccnc2)s1,invalid
O=C(O)c1ccccc1C(O)C(S)=O,valid
CS(=O)(=O)c1ccc(-c2cccs2)cc1C,valid
CC(C)OP(=O)(O)O,valid
O=C(O)c1ccccc1Oc1ccccc1Cc1cccnc1,valid
CCCCC(=O)Nc1ccco1,valid
CCCCCN,valid
O=C(Nc1oc(-c2ccc(Cl)cc2)nnn1C)c1ccccc1,invalid
CC(C)c1ccc(-c2ncc(N)c(F)c2)cc1C(N)P(=O)(O)O,valid
N#Cc1ccc(-c2ccccc2)nn1,valid
Cc1cccc(Cl)c1C(N)=O,valid
O=C(NO)C(P(=O)(O)O)OC,valid
O=C(NNc1cc(I)co1)c1ccccc1O,valid
O=C1OCS(=O)(=O)Nc1ccccc1,invalid
O=C(Nc1ncccc1)c1cccc(-c2ccnc(O)c2)nc1,invalid
CC(=O)OCC(=O)NC(=S)Nc1nc2ccc(O)cc2c1,invalid
